# frame_id timetamp state tx ty tz qx qy qz qw
269 27.891280 2 2.901882 -0.1786453 5.679505 -0.00875307 0.1135104 -0.01551062 0.9933771
270 27.995100 2 2.910295 -0.1793633 5.716908 -0.006119853 0.1132321 -0.01774544 0.9933912
271 28.098650 2 2.917929 -0.1798744 5.753383 0.00158413 0.1122852 -0.02069826 0.9934592
272 28.202280 2 2.926612 -0.1803726 5.790081 0.005606907 0.1114762 -0.02037811 0.9935423
273 28.305870 2 2.934713 -0.1813199 5.827887 0.006218473 0.1104682 -0.01831974 0.9936913
274 28.409630 2 2.942839 -0.1825611 5.86587 0.005364988 0.1093006 -0.01827899 0.9938262
275 28.513230 2 2.950655 -0.1832643 5.902037 0.006186951 0.107322 -0.01765521 0.9940483
276 28.616840 2 2.958485 -0.1843548 5.938913 0.006947224 0.1046653 -0.01828781 0.9943151
277 28.722280 2 2.964919 -0.1855338 5.976383 0.006739327 0.1035184 -0.02092235 0.9943846
278 28.824220 2 2.971533 -0.1868407 6.013595 0.006556533 0.1028011 -0.02410037 0.9943883
279 28.927940 2 2.978872 -0.1879609 6.049213 0.005336285 0.1014658 -0.02466369 0.9945189
280 29.031560 2 2.986032 -0.1889043 6.086472 0.003189679 0.1009656 -0.02374086 0.9946015
281 29.135300 2 2.993264 -0.1898936 6.123239 0.003164559 0.1003221 -0.02281531 0.9946883
282 29.238910 2 3.000906 -0.1906858 6.159997 0.00497197 0.09887571 -0.02200901 0.994844
283 29.342530 2 3.008062 -0.1916732 6.196218 0.007000222 0.09651738 -0.01956568 0.9951144
284 29.446140 2 3.014688 -0.1920912 6.232644 0.007836635 0.0933977 -0.01835743 0.9954288
285 29.549760 2 3.020793 -0.1931447 6.269276 0.005145059 0.09030096 -0.01773847 0.9957432
286 29.653420 2 3.027587 -0.1934641 6.305152 0.001141394 0.08700999 -0.01678472 0.9960654
287 29.757120 2 3.03337 -0.1940678 6.342134 -0.00322562 0.08533228 -0.01581553 0.9962218
288 29.860880 2 3.03955 -0.1949147 6.37899 -0.005145595 0.0831704 -0.01951033 0.996331
289 29.964620 2 3.04484 -0.19541 6.415373 -0.002808485 0.08092625 -0.02078647 0.9964994
290 30.068210 2 3.049866 -0.1962014 6.451158 0.002113495 0.0772271 -0.02039479 0.9968027
291 30.172000 2 3.055232 -0.1965608 6.487867 0.004901314 0.07401421 -0.01878844 0.9970681
292 30.275700 2 3.06093 -0.1967503 6.52667 0.004891277 0.07074594 -0.01844342 0.9973118
293 30.379310 2 3.065749 -0.1981162 6.563984 0.002654671 0.06669548 -0.02170211 0.9975338
294 30.483050 2 3.069484 -0.1989642 6.601784 0.003432777 0.06275985 -0.02457248 0.9977202
295 30.586670 2 3.074588 -0.1996093 6.639242 0.006441705 0.05708342 -0.02564761 0.9980192
296 30.690400 2 3.077688 -0.2003357 6.678053 0.007874987 0.05340168 -0.02502993 0.9982283
297 30.794050 2 3.081074 -0.2013716 6.716152 0.006324059 0.04944373 -0.02524522 0.9984378
298 30.897640 2 3.083574 -0.2024545 6.754874 0.002615245 0.04582481 -0.02711583 0.998578
299 31.001380 2 3.08632 -0.2029088 6.793946 -1.541439e-05 0.04177232 -0.02881116 0.9987116
300 31.105010 2 3.088941 -0.2033404 6.832846 -0.001572352 0.03796506 -0.02813396 0.9988817
301 31.208610 2 3.091129 -0.203979 6.871473 -0.002748104 0.03505981 -0.02880075 0.9989663
302 31.312350 2 3.093421 -0.2044872 6.910085 -0.001769936 0.03290518 -0.02847402 0.9990512
303 31.416200 2 3.095217 -0.2049635 6.950147 0.001007424 0.0307602 -0.03079312 0.9990518
